2020-04-16 02:48:00,Vivendi,,400
2020-04-16 06:59:00,Nippon Telegraph and Telephone,,297
2020-04-16 11:42:00,SK Telecom,,54
2020-04-16 14:27:00,Verizon Communications,,209
2020-04-16 15:05:00,Telefonica,,444
2020-04-16 16:21:00,Nippon Telegraph and Telephone,,175
2020-04-16 17:20:00,Vivendi,,301
2020-04-16 20:34:00,Deutsche Telekom,,293
2020-04-17 01:16:00,Soft Bank,,290
2020-04-17 01:58:00,Vodafone,,187
2020-04-17 04:30:00,KT Corporation,,274
2020-04-17 05:29:00,KDDI,,460
2020-04-17 07:51:00,China Mobile,,403
2020-04-17 08:15:00,America Movil,,7
2020-04-17 13:30:00,BCE,,8
2020-04-17 14:17:00,China Unicom,,59
2020-04-17 14:38:00,China Telecom,,123
2020-04-17 19:39:00,China Unicom,,83
2020-04-17 20:39:00,KDDI,,86
2020-04-18 02:28:00,Soft Bank,,82
2020-04-18 03:21:00,China Unicom,,467
2020-04-18 06:35:00,SFR,,497
2020-04-18 11:13:00,America Movil,,282
2020-04-18 13:23:00,China Communications Services,,245
2020-04-18 16:05:00,China Mobile,,107
2020-04-18 21:39:00,Orange,,21
2020-04-18 21:53:00,ATT,,403
2020-04-19 00:25:00,Saudi Telecom,,306
2020-04-19 03:09:00,KDDI,,201
2020-04-19 05:50:00,Telefonica,,33
2020-04-19 06:23:00,Orange,,497
2020-04-19 11:31:00,KDDI,,58
2020-04-19 13:40:00,China Telecom,,402
2020-04-19 18:57:00,SK Telecom,,457
2020-04-19 23:35:00,China Communications Services,,241
2020-04-20 05:14:00,Charter Communications,,133
2020-04-20 06:48:00,Gruppo TIM,,107
2020-04-20 09:26:00,China Telecom,,127
2020-04-20 12:31:00,Deutsche Telekom,,420
2020-04-20 14:55:00,Deutsche Telekom,,386
2020-04-20 18:45:00,Deutsche Telekom,,334
2020-04-20 23:40:00,Telstra,,174
2020-04-21 01:37:00,Telefonica,,495
2020-04-21 04:15:00,Verizon Communications,,168
2020-04-21 05:51:00,Orange,,406
2020-04-21 10:48:00,America Movil,,126
2020-04-21 13:40:00,China Mobile,,279
2020-04-21 18:54:00,KT Corporation,,414
2020-04-22 00:00:00,Deutsche Telekom,,126
2020-04-22 01:53:00,ATT,,414
2020-04-22 03:58:00,Telefonica,,38
2020-04-22 06:16:00,Gruppo TIM,,445
2020-04-22 06:53:00,Saudi Telecom,,39
2020-04-22 07:05:00,Telstra,,6
2020-04-22 09:34:00,SK Telecom,,406
2020-04-22 12:38:00,BT Group,,241
2020-04-22 13:57:00,China Mobile,,257
2020-04-22 16:45:00,Deutsche Telekom,,261
2020-04-22 22:26:00,Comcast,,92
2020-04-22 23:43:00,Nippon Telegraph and Telephone,,421
2020-04-23 02:27:00,America Movil,,55
2020-04-23 06:51:00,Vivendi,,151
2020-04-23 07:56:00,China Telecom,,73
2020-04-23 12:36:00,Saudi Telecom,,17
2020-04-23 15:18:00,Vivendi,,412
2020-04-23 21:03:00,Gruppo TIM,,431
2020-04-24 02:57:00,China Telecom,,92
2020-04-24 05:31:00,China Unicom,,276
2020-04-24 06:52:00,Verizon Communications,,366
2020-04-24 12:34:00,Soft Bank,,130
2020-04-24 13:07:00,BCE,,494
2020-04-24 16:56:00,SFR,,221
2020-04-24 21:38:00,Vodafone,,278
2020-04-25 01:23:00,Gruppo TIM,,233
2020-04-25 01:29:00,Telefonica,,429
2020-04-25 04:23:00,Comcast,,133
2020-04-25 08:32:00,ATT,,407
2020-04-25 14:03:00,China Unicom,,500
2020-04-25 18:56:00,ATT,,32
2020-04-26 00:51:00,Charter Communications,,297
2020-04-26 02:02:00,KT Corporation,,65
2020-04-26 03:13:00,Vodafone,,425
2020-04-26 05:35:00,Telefonica,,289
2020-04-26 09:01:00,Comcast,,314
2020-04-26 09:47:00,Soft Bank,,249
2020-04-26 09:51:00,Comcast,,271
2020-04-26 12:34:00,Lumen,,458
2020-04-26 18:07:00,KDDI,,477
2020-04-26 23:59:00,Telstra,,375
2020-04-27 01:55:00,Soft Bank,,161
2020-04-27 06:09:00,BCE,,246
2020-04-27 08:05:00,China Communications Services,,212
2020-04-27 10:58:00,Gruppo TIM,,313
2020-04-27 16:33:00,Vodafone,,498
2020-04-27 22:04:00,Soft Bank,,25
2020-04-27 22:41:00,SK Telecom,,262
2020-04-28 04:12:00,Charter Communications,,82
2020-04-28 08:34:00,SK Telecom,,406
2020-04-28 10:19:00,America Movil,,153
2020-04-28 16:14:00,America Movil,,435
2020-04-28 20:57:00,Charter Communications,,85
2020-04-29 02:57:00,China Communications Services,,378
2020-04-29 06:55:00,Vivendi,,44
2020-04-29 07:59:00,Vivendi,,492
2020-04-29 12:23:00,KT Corporation,,194
2020-04-29 13:54:00,Nippon Telegraph and Telephone,,129
2020-04-29 17:33:00,China Telecom,,483
2020-04-29 22:25:00,Saudi Telecom,,388
2020-04-29 22:52:00,BT Group,,349
2020-04-30 02:14:00,China Communications Services,,327
2020-04-30 05:13:00,Telefonica,,264
2020-04-30 06:38:00,Gruppo TIM,,374
2020-04-30 06:59:00,Lumen,,47
2020-04-30 09:10:00,Telstra,,52
2020-04-30 11:27:00,Saudi Telecom,,468
2020-04-30 12:10:00,Nippon Telegraph and Telephone,,497
2020-04-30 17:26:00,BCE,,352
2020-04-30 23:25:00,Deutsche Telekom,,228
2020-05-01 01:29:00,Telefonica,,482
2020-05-01 05:11:00,Telefonica,,85
2020-05-01 07:58:00,KDDI,,65
2020-05-01 13:17:00,BT Group,,492
2020-05-01 15:06:00,China Mobile,,221
2020-05-01 20:14:00,Gruppo TIM,,210
2020-05-01 21:15:00,BCE,,152
2020-05-01 23:38:00,Soft Bank,,194
2020-05-02 04:25:00,ATT,,492
2020-05-02 06:03:00,Lumen,,225
2020-05-02 11:00:00,ATT,,16
2020-05-02 16:22:00,Vivendi,,125
2020-05-02 18:36:00,China Telecom,,89
2020-05-02 21:02:00,Nippon Telegraph and Telephone,,278
2020-05-02 22:45:00,Vodafone,,160
2020-05-03 03:45:00,SK Telecom,,129
2020-05-03 09:35:00,KDDI,,406
2020-05-03 11:02:00,Gruppo TIM,,183
2020-05-03 15:14:00,China Unicom,,439
2020-05-03 16:17:00,SK Telecom,,107
2020-05-03 21:10:00,Telefonica,,105
2020-05-03 23:36:00,SFR,,56
2020-05-03 23:49:00,China Mobile,,292
2020-05-03 23:56:00,Gruppo TIM,,152
2020-05-04 05:42:00,SK Telecom,,371
2020-05-04 11:15:00,Nippon Telegraph and Telephone,,39
2020-05-04 15:32:00,Charter Communications,,294
2020-05-04 18:12:00,China Unicom,,258
2020-05-04 23:59:00,Charter Communications,,389
2020-05-05 04:30:00,Orange,,1
2020-05-05 05:34:00,KDDI,,368
2020-05-05 09:25:00,Charter Communications,,157
2020-05-05 14:02:00,Telefonica,,174
2020-05-05 19:52:00,KT Corporation,,253
2020-05-05 20:50:00,Telstra,,470
2020-05-06 00:04:00,Telefonica,,105
2020-05-06 04:50:00,ATT,,143
2020-05-06 10:16:00,Vivendi,,370
2020-05-06 14:38:00,China Telecom,,473
2020-05-06 18:35:00,Vivendi,,428
2020-05-06 23:00:00,China Unicom,,480
2020-05-07 01:37:00,China Communications Services,,88
2020-05-07 05:28:00,Vivendi,,343
2020-05-07 10:00:00,China Telecom,,185
2020-05-07 14:30:00,ATT,,348
2020-05-07 17:50:00,KT Corporation,,219
2020-05-07 21:18:00,Orange,,441
2020-05-08 02:37:00,KT Corporation,,499
2020-05-08 08:36:00,Saudi Telecom,,35
2020-05-08 12:49:00,Saudi Telecom,,127
2020-05-08 18:17:00,Telstra,,149
2020-05-08 23:40:00,ATT,,209
2020-05-09 05:03:00,Nippon Telegraph and Telephone,,325
2020-05-09 08:27:00,SFR,,139
2020-05-09 09:59:00,SK Telecom,,38
2020-05-09 15:09:00,ATT,,179
2020-05-09 17:25:00,SFR,,363
2020-05-09 20:56:00,BCE,,279
2020-05-09 23:32:00,Nippon Telegraph and Telephone,,237
2020-05-10 01:45:00,BT Group,,87
2020-05-10 05:45:00,Lumen,,24
2020-05-10 08:04:00,Lumen,,51
2020-05-10 13:07:00,China Unicom,,36
2020-05-10 16:09:00,Deutsche Telekom,,337
2020-05-10 19:56:00,ATT,,85
2020-05-11 00:16:00,China Communications Services,,485
2020-05-11 01:39:00,China Communications Services,,48
2020-05-11 05:05:00,Telstra,,353
2020-05-11 07:27:00,Vivendi,,156
2020-05-11 09:14:00,Lumen,,107
2020-05-11 11:16:00,Orange,,138
2020-05-11 11:52:00,Deutsche Telekom,,358
2020-05-11 16:20:00,BCE,,189
2020-05-11 20:20:00,Lumen,,286
2020-05-11 20:46:00,Comcast,,153
2020-05-12 02:21:00,Saudi Telecom,,366
2020-05-12 07:06:00,Vodafone,,183
2020-05-12 12:19:00,Saudi Telecom,,119
2020-05-12 15:40:00,Gruppo TIM,,205
2020-05-12 17:09:00,BT Group,,405
2020-05-12 19:22:00,Vivendi,,169
2020-05-12 21:16:00,Vodafone,,494
2020-05-13 02:29:00,China Communications Services,,126
2020-05-13 08:08:00,ATT,,437
2020-05-13 13:27:00,Telefonica,,163
2020-05-13 17:09:00,SK Telecom,,128
2020-05-13 19:27:00,China Telecom,,38
2020-05-14 00:48:00,Saudi Telecom,,85
2020-05-14 05:45:00,KDDI,,298
2020-05-14 07:01:00,Vivendi,,485
2020-05-14 09:16:00,KDDI,,270
2020-05-14 10:40:00,Nippon Telegraph and Telephone,,399
2020-05-14 11:51:00,China Communications Services,,226
2020-05-14 14:56:00,America Movil,,385
2020-05-14 18:22:00,Soft Bank,,60
2020-05-14 20:08:00,China Communications Services,,349
2020-05-14 22:45:00,Deutsche Telekom,,55
2020-05-15 00:42:00,Telefonica,,165
2020-05-15 04:55:00,China Mobile,,490
2020-05-15 06:31:00,Verizon Communications,,29
2020-05-15 11:37:00,ATT,,456
2020-05-15 13:28:00,BCE,,18
2020-05-15 17:42:00,China Communications Services,,271
2020-05-15 22:56:00,KDDI,,176
2020-05-16 04:36:00,Vodafone,,61
2020-05-16 09:50:00,China Communications Services,,89
2020-05-16 10:39:00,Soft Bank,,205
2020-05-16 12:39:00,BT Group,,231
2020-05-16 15:53:00,SK Telecom,,87
2020-05-16 17:52:00,Soft Bank,,420
2020-05-16 20:18:00,KDDI,,281
2020-05-17 01:15:00,Telefonica,,109
2020-05-17 05:07:00,China Communications Services,,133
2020-05-17 07:57:00,BT Group,,304
2020-05-17 08:54:00,China Telecom,,41
2020-05-17 09:18:00,ATT,,409
2020-05-17 09:21:00,BT Group,,164
2020-05-17 12:38:00,KT Corporation,,148
2020-05-17 14:19:00,Telefonica,,82
2020-05-17 19:50:00,Nippon Telegraph and Telephone,,407
2020-05-17 20:06:00,ATT,,199
2020-05-17 21:21:00,BCE,,278
2020-05-17 21:51:00,KT Corporation,,195
2020-05-18 00:02:00,Nippon Telegraph and Telephone,,41
2020-05-18 03:59:00,Telstra,,431
2020-05-18 06:35:00,ATT,,19
2020-05-18 11:10:00,Verizon Communications,,269
2020-05-18 12:17:00,Verizon Communications,,478
2020-05-18 14:38:00,SK Telecom,,61
2020-05-18 18:20:00,Deutsche Telekom,,98
2020-05-18 18:35:00,BT Group,,327
2020-05-18 19:42:00,Saudi Telecom,,143
2020-05-19 01:34:00,China Telecom,,340
2020-05-19 05:24:00,Telefonica,,169
2020-05-19 10:48:00,Vodafone,,497
2020-05-19 13:02:00,Telstra,,326
2020-05-19 15:07:00,Soft Bank,,31
2020-05-19 20:09:00,SFR,,303
2020-05-19 21:39:00,Charter Communications,,220
2020-05-20 02:49:00,China Communications Services,,287
2020-05-20 08:16:00,Lumen,,497
2020-05-20 08:48:00,Charter Communications,,281
2020-05-20 12:20:00,Gruppo TIM,,103
2020-05-20 16:55:00,China Unicom,,471
2020-05-20 22:35:00,Deutsche Telekom,,366
2020-05-21 00:52:00,Saudi Telecom,,313
2020-05-21 01:30:00,Vodafone,,91
2020-05-21 02:20:00,Nippon Telegraph and Telephone,,31
2020-05-21 04:05:00,China Unicom,,437
2020-05-21 04:28:00,Verizon Communications,,327
2020-05-21 05:15:00,Lumen,,241
2020-05-21 09:32:00,Charter Communications,,51
2020-05-21 12:13:00,Verizon Communications,,65
2020-05-21 16:46:00,Verizon Communications,,227
2020-05-21 22:27:00,Nippon Telegraph and Telephone,,459
2020-05-22 01:50:00,SK Telecom,,363
2020-05-22 05:39:00,ATT,,378
2020-05-22 10:08:00,Vodafone,,47
2020-05-22 12:17:00,SFR,,167
2020-05-22 13:01:00,America Movil,,18
2020-05-22 16:18:00,Verizon Communications,,376
2020-05-22 18:32:00,Orange,,377
2020-05-22 19:39:00,Vodafone,,407
2020-05-22 22:54:00,SFR,,60
2020-05-23 04:42:00,America Movil,,49
2020-05-23 08:20:00,Soft Bank,,258
2020-05-23 13:06:00,China Telecom,,170
2020-05-23 16:00:00,Lumen,,402
2020-05-23 19:21:00,KT Corporation,,247
2020-05-23 20:15:00,Nippon Telegraph and Telephone,,335
2020-05-24 00:05:00,Lumen,,287
2020-05-24 05:03:00,China Communications Services,,267
2020-05-24 09:38:00,ATT,,460
2020-05-24 12:08:00,Saudi Telecom,,81
2020-05-24 13:51:00,Charter Communications,,200
2020-05-24 18:18:00,Orange,,50
2020-05-24 21:48:00,Charter Communications,,65
2020-05-25 02:43:00,Deutsche Telekom,,23
2020-05-25 05:17:00,SFR,,334
2020-05-25 09:51:00,Orange,,214
2020-05-25 12:24:00,Orange,,181
2020-05-25 14:44:00,Orange,,384
2020-05-25 19:11:00,Lumen,,5
2020-05-25 23:41:00,China Mobile,,77
2020-05-26 02:24:00,Saudi Telecom,,167
2020-05-26 05:12:00,KT Corporation,,36
2020-05-26 09:04:00,Vodafone,,246
2020-05-26 12:57:00,Charter Communications,,475
2020-05-26 16:12:00,Deutsche Telekom,,473
2020-05-26 21:09:00,SFR,,29
2020-05-26 22:18:00,Verizon Communications,,269
2020-05-27 02:30:00,KT Corporation,,437
2020-05-27 04:39:00,SFR,,126
2020-05-27 10:39:00,KT Corporation,,383
2020-05-27 13:33:00,Charter Communications,,483
2020-05-27 19:03:00,Charter Communications,,207
2020-05-27 21:41:00,KDDI,,307
2020-05-28 00:36:00,Gruppo TIM,,260
2020-05-28 02:02:00,ATT,,76
2020-05-28 04:11:00,BCE,,114
2020-05-28 09:00:00,Nippon Telegraph and Telephone,,465
2020-05-28 09:58:00,Comcast,,393
2020-05-28 13:29:00,Saudi Telecom,,318
2020-05-28 13:55:00,SFR,,51
2020-05-28 18:35:00,BCE,,137
2020-05-28 19:30:00,China Telecom,,134
2020-05-28 20:05:00,Telstra,,293
2020-05-29 00:35:00,Telstra,,41
2020-05-29 01:13:00,SFR,,436
2020-05-29 03:05:00,Telstra,,430
2020-05-29 04:34:00,Lumen,,442
2020-05-29 08:16:00,ATT,,303
2020-05-29 11:25:00,BT Group,,364
2020-05-29 13:51:00,Soft Bank,,457
2020-05-29 15:34:00,Vivendi,,253
2020-05-29 17:35:00,China Unicom,,232
2020-05-29 23:21:00,Charter Communications,,279
2020-05-30 00:58:00,SFR,,247
2020-05-30 01:36:00,Vodafone,,209
2020-05-30 03:20:00,ATT,,383
2020-05-30 07:53:00,SK Telecom,,195
2020-05-30 12:17:00,BT Group,,40
2020-05-30 15:44:00,Vivendi,,452
2020-05-30 20:06:00,SFR,,297
2020-05-31 01:06:00,China Unicom,,21
2020-05-31 04:07:00,KDDI,,4
2020-05-31 05:45:00,America Movil,,357
2020-05-31 11:39:00,Telstra,,3
2020-05-31 16:16:00,China Mobile,,421
2020-05-31 18:51:00,Lumen,,455
2020-05-31 21:33:00,SK Telecom,,279
2020-06-01 03:04:00,KT Corporation,,283
2020-06-01 05:29:00,Lumen,,211
2020-06-01 10:07:00,Lumen,,210
2020-06-01 15:16:00,Telstra,,298
2020-06-01 17:54:00,KDDI,,155
2020-06-01 19:02:00,Lumen,,228
2020-06-02 00:03:00,Nippon Telegraph and Telephone,,282
2020-06-02 01:27:00,Vodafone,,326
2020-06-02 01:32:00,China Unicom,,377
2020-06-02 07:11:00,KT Corporation,,19
2020-06-02 10:20:00,China Unicom,,206
2020-06-02 12:45:00,BCE,,459
2020-06-02 18:28:00,ATT,,461
2020-06-02 19:15:00,Deutsche Telekom,,434
2020-06-02 19:18:00,Telefonica,,138
2020-06-02 23:16:00,Vodafone,,408
2020-06-03 02:27:00,Telstra,,384
2020-06-03 06:34:00,SK Telecom,,173
2020-06-03 09:53:00,KDDI,,412
2020-06-03 10:53:00,BT Group,,182
2020-06-03 12:08:00,China Unicom,,76
2020-06-03 12:18:00,Comcast,,417
2020-06-03 14:32:00,Charter Communications,,440
2020-06-03 15:38:00,KT Corporation,,403
2020-06-03 18:06:00,China Unicom,,133
2020-06-03 22:30:00,America Movil,,379
2020-06-04 02:06:00,China Communications Services,,141
2020-06-04 05:48:00,Orange,,398
2020-06-04 09:57:00,China Telecom,,367
2020-06-04 14:09:00,Telefonica,,367
2020-06-04 17:47:00,Deutsche Telekom,,33
2020-06-04 18:54:00,China Telecom,,495
2020-06-04 20:11:00,Soft Bank,,374
2020-06-04 20:25:00,China Mobile,,130
2020-06-04 21:45:00,BT Group,,397
2020-06-04 22:36:00,Telefonica,,333
2020-06-05 00:12:00,ATT,,46
2020-06-05 03:51:00,Vivendi,,489
2020-06-05 04:18:00,Gruppo TIM,,112
2020-06-05 08:52:00,China Unicom,,178
2020-06-05 09:17:00,Telstra,,497
2020-06-05 10:10:00,Saudi Telecom,,284
2020-06-05 15:58:00,China Unicom,,428
2020-06-05 21:42:00,Saudi Telecom,,61
2020-06-05 23:58:00,BCE,,143
2020-06-06 01:30:00,BT Group,,413
2020-06-06 01:55:00,SFR,,110
2020-06-06 07:42:00,Telstra,,45
2020-06-06 11:02:00,China Mobile,,343
2020-06-06 14:52:00,America Movil,,350
2020-06-06 19:13:00,BT Group,,464
2020-06-06 22:35:00,China Mobile,,311
2020-06-07 02:41:00,China Mobile,,77
2020-06-07 05:59:00,Vivendi,,464
2020-06-07 11:59:00,China Telecom,,86
2020-06-07 16:26:00,Vodafone,,214
2020-06-07 21:01:00,America Movil,,445
2020-06-08 01:14:00,Telstra,,459
2020-06-08 05:53:00,China Telecom,,404
2020-06-08 11:13:00,Orange,,441
2020-06-08 15:22:00,China Mobile,,5
2020-06-08 20:59:00,Charter Communications,,475
2020-06-08 23:16:00,Verizon Communications,,277
2020-06-09 04:37:00,KDDI,,154
2020-06-09 05:29:00,Soft Bank,,261
2020-06-09 07:50:00,Vodafone,,362
2020-06-09 09:57:00,China Unicom,,76
2020-06-09 11:04:00,Vodafone,,100
2020-06-09 14:33:00,Gruppo TIM,,323
2020-06-09 19:40:00,Verizon Communications,,273
2020-06-10 00:52:00,Lumen,,77
2020-06-10 04:24:00,Vodafone,,144
2020-06-10 08:30:00,China Communications Services,,157
2020-06-10 10:47:00,BT Group,,110
2020-06-10 15:03:00,Charter Communications,,307
2020-06-10 19:04:00,Soft Bank,,174
2020-06-10 20:35:00,Vivendi,,389
2020-06-10 22:08:00,Saudi Telecom,,451
2020-06-11 03:06:00,China Communications Services,,231
2020-06-11 07:40:00,Nippon Telegraph and Telephone,,30
2020-06-11 11:59:00,Orange,,271
2020-06-11 17:53:00,Nippon Telegraph and Telephone,,331
2020-06-11 19:43:00,Orange,,319
2020-06-11 23:56:00,BT Group,,169
2020-06-12 00:57:00,Nippon Telegraph and Telephone,,455
2020-06-12 02:09:00,China Communications Services,,132
2020-06-12 04:05:00,Deutsche Telekom,,326
2020-06-12 08:41:00,China Communications Services,,26
2020-06-12 13:30:00,Comcast,,351
2020-06-12 14:30:00,Soft Bank,,289
2020-06-12 16:13:00,Lumen,,291
2020-06-12 21:51:00,America Movil,,217
2020-06-13 00:39:00,ATT,,397
2020-06-13 00:50:00,America Movil,,421
2020-06-13 06:06:00,Soft Bank,,44
2020-06-13 08:01:00,Vodafone,,349
2020-06-13 13:22:00,Orange,,138
2020-06-13 18:30:00,Saudi Telecom,,266
2020-06-13 21:45:00,ATT,,63
2020-06-14 00:34:00,Charter Communications,,72
2020-06-14 01:33:00,Vodafone,,461
2020-06-14 02:47:00,BCE,,294
2020-06-14 03:09:00,Charter Communications,,40
2020-06-14 03:57:00,Saudi Telecom,,53
2020-06-14 06:31:00,Orange,,128
2020-06-14 08:49:00,Lumen,,26
2020-06-14 11:55:00,ATT,,41
2020-06-14 13:07:00,Telefonica,,191
2020-06-14 18:34:00,China Communications Services,,124
2020-06-14 19:23:00,BCE,,169
2020-06-14 21:44:00,ATT,,264
2020-06-15 00:29:00,China Mobile,,181
2020-06-15 05:58:00,Saudi Telecom,,432
2020-06-15 07:03:00,Vivendi,,475
2020-06-15 09:22:00,Telefonica,,47
2020-06-15 15:10:00,KT Corporation,,318
2020-06-15 19:41:00,BT Group,,289
2020-06-15 23:16:00,Gruppo TIM,,479
2020-06-16 02:38:00,America Movil,,460
2020-06-16 04:31:00,Telstra,,155
2020-06-16 09:13:00,Nippon Telegraph and Telephone,,28
2020-06-16 14:21:00,Lumen,,57
2020-06-16 15:51:00,Soft Bank,,111
2020-06-16 19:34:00,Vodafone,,280
2020-06-16 19:45:00,Vodafone,,276
2020-06-16 22:04:00,Lumen,,135
2020-06-17 02:07:00,Nippon Telegraph and Telephone,,207
2020-06-17 03:01:00,Saudi Telecom,,192
2020-06-17 03:37:00,Telstra,,279
2020-06-17 06:43:00,Gruppo TIM,,285
2020-06-17 11:03:00,BCE,,298
2020-06-17 11:19:00,Vivendi,,158
2020-06-17 15:08:00,BCE,,68
2020-06-17 16:28:00,Deutsche Telekom,,468
2020-06-17 21:25:00,Nippon Telegraph and Telephone,,347
2020-06-17 23:16:00,BT Group,,431
2020-06-18 02:08:00,Charter Communications,,455
2020-06-18 04:38:00,Comcast,,80
2020-06-18 07:54:00,KDDI,,208
2020-06-18 08:55:00,Vivendi,,75
2020-06-18 11:14:00,America Movil,,342
2020-06-18 17:06:00,SFR,,328
2020-06-18 22:16:00,ATT,,276
2020-06-18 22:21:00,Telstra,,68
2020-06-19 01:36:00,Saudi Telecom,,288
2020-06-19 02:28:00,KDDI,,16
2020-06-19 06:10:00,Vivendi,,348
2020-06-19 09:47:00,Vodafone,,478
2020-06-19 12:57:00,China Unicom,,208
2020-06-19 18:08:00,KDDI,,28
